id,description,latitude,longitude,name,categories,prefecture,address
4283,,37.66505814,21.43947792,4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΥΡΓΟΥ,52,28,ΡΗΓΑ ΦΕΡΡΑΙΟΥ
4284,,40.99538803,22.88092041,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΙΛΚΙΣ ΕΣΠΕΡΙΝΟ,52,14,ΤΕΡΜΑ ΠΑΛΑΙΩΝ ΣΦΑΓΕΙΩΝ
4285,,35.50650024,23.97639847,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΚΥΔΩΝΙΑΣ,52,48,"Ελευθερίου Βενιζέλου, ΚΑΤΩ ΔΑΡΑΤΣΟ"
4286,,38.02014542,23.80606651,1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,52,51,ΔΙΟΝΥΣΟΥ & ΚΑΛΛΙΣΠΕΡΗ
4287,,38.00099945,23.7786541,2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΟΥ ΨΥΧΙΚΟΥ,52,51,ΑΓ. ΣΟΦΙΑΣ
4288,,37.95602417,23.70028305,3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ,52,51,ΔΟΪΡΑΝΗΣ
4290,,39.61930084,19.91958427,ΙΕΚ ΑΧΑΡΑΒΗΣ,39,38,"ΣΧΟΛΙΚΟ ΚΕΝΤΡΟ ΔΗΜΟΥ ΘΙΝΑΛΙΩΝ,  ΚΕΡΚΥΡΑ"
4291,,39.62408829,19.90935707,ΙΕΚ ΚΕΡΚΥΡΑΣ,39,38,"1° ΤΕE ΚΕΡΚΥΡΑΣ, ΕΥΑΓΓΕΛΟΥ ΝΑΠΟΛΕΟΝΤΟΣ"
4292,,40.65087128,22.93209076,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΠΕΛΟΚΗΠΩΝ,60,27,Μενελάου
4293,,40.12587357,22.50066948,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΙΤΟΧΩΡΟΥ,60,36,Βασ.Ιθακησίου
4326,,37.67254257,21.44248581,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,60,28,ΠΑΡΟΔΟΣ ΡΗΓΑ ΦΕΡΑΙΟΥ
4468,,37.94550705,23.7121315,3ο ΤΕΕ Ν. ΣΜΥΡΝΗΣ,59,51,ΚΥΠΡΟΥ 21-25 & ΜΗΔΕΙΑΣ 2
4294,,38.52676392,22.3738327,ΚΕΝΤΡΟ ΔΙΑΓΝΩΣΗΣ ΑΞΙΟΛΟΓΗΣΗΣ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΕΚΠΑΙΔΕΥΤΙΚΕΣ ΑΝΑΓΚΕΣ ΦΩΚΙΔΑΣ,44,34,ΦΡΟΥΡΙΟΥ(ΚΤΙΡΙΑ ΚΕΓΕ 1ος ΟΡΟΦΟΣ)
4295,,40.77851868,21.403265,ΚΕΝΤΡΟ ΕΚΠΑΙΔΕΥΣΗΣ ΕΝΗΛΙΚΩΝ ΦΛΩΡΙΝΑΣ,35,23,Μ. Αλεξάνδρου
4296,,40.52127457,22.1995697,ΚΕΝΤΡΟ ΕΚΠΑΙΔΕΥΣΗΣ ΕΝΗΛΙΚΩΝ ΗΜΑΘΙΑΣ,35,11,ΟΛΓΑΝΟΥ
4297,,37.92344284,23.7447052,ΚΕΝΤΡΟ ΕΚΠΑΙΔΕΥΣΗΣ ΕΝΗΛΙΚΩΝ ΗΛΙΟΥΠΟΛΗΣ,35,51,ΛΕΩΦΟΡΟΣ ΒΟΥΛΙΑΓΜΕΝΗΣ
4298,,40.26957321,22.51454163,ΚΕΝΤΡΟ ΕΚΠΑΙΔΕΥΣΗΣ ΕΝΗΛΙΚΩΝ ΠΙΕΡΙΑΣ,35,36,ΕΙΡΗΝΗΣ
4299,,40.26957321,22.51454163,ΚΕΝΤΡΟ ΕΚΠΑΙΔΕΥΣΗΣ ΕΝΗΛΙΚΩΝ ΠΙΕΡΙΑΣ,35,36,ΕΙΡΗΝΗΣ
4300,,39.14577866,26.40758514,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΕΥΕΡΓΕΤΟΥΛΑΣ ΛΕΣΒΟΥ,33,26,ΑΣΩΜΑΤΟΣ
4301,,40.88365173,23.2284317,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΒΕΡΤΙΣΚΟΥ,33,27,ΒΕΡΤΙΣΚΟΣ-ΛΑΓΚΑΔΑ
4302,,37.98729706,23.72584152,ΟΡΓΑΝΙΣΜΟΣ ΕΠΙΜΟΡΦΩΣΗΣ ΕΚΠΑΙΔΕΥΤΙΚΩΝ,67,51,3ης ΣΕΠΤΕΜΒΡΙΟΥ 42 ΚΑΙ ΠΟΛΥΤΕΧΝΕΙΟΥ
4303,,37.98592377,23.72848892,ΟΜΟΣΠΟΝΔΙΑ ΛΕΙΤΟΥΡΓΩΝ ΤΕΧΝΙΚΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,67,51,Γ ΣΕΠΤΕΜΒΡΙΟΥ
4304,,41.08818436,23.56218719,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΣΕΡΡΩΝ,31,45,ΣΙΓΗΣ
4305,,38.52813721,22.38026237,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΑΜΦΙΣΣΑΣ,31,34,ΓΙΔΟΓΙΑΝΝΟΥ
4306,,40.78239822,21.41315269,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΦΛΩΡΙΝΑΣ,31,23,ΚΑΣΤΡΙΣΙΑΝΑΚΗ
4307,,37.97942734,23.77314949,2ο ΤΕΕ ΖΩΓΡΑΦΟΥ,48,51,ΚΑΛΑΒΡΥΤΩΝ
4308,,37.95480728,23.74372292,1ο ΤΕΕ ΥΜΗΤΤΟΥ,59,51,ΠΑΠΑΣΤΡΑΤΟΥ
4309,,40.54642868,22.98447609,1ο ΤΕΕ ΘΕΣΣΑΛΟΝΙΚΗΣ ΕΙΔΙΚΟ,59,27,ΓΕΩΡΓΙΚΗΣ ΣΧΟΛΗΣ
4310,,40.67083359,22.91111183,23o ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,60,27,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ
4311,,39.63463211,22.42040062,1ο ΤΕΕ ΛΑΡΙΣΑΣ ΕΙΔΙΚΟ,59,9,ΗΠΕΙΡΟΥ
4312,,39.75884247,20.41044426,1ο ΤΕΕ ΦΙΛΙΑΤΩΝ,59,22,"Φιλιάτες, Θεσπρωτία, Ελλάδα"
4313,,40.6595993,22.93502426,ΤΕΕ ΣΤΑΥΡΟΥΠΟΛΗΣ ΕΣΠΕΡΙΝΟ,59,27,Λαγκαδά
4314,,40.64582062,22.93630791,61ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,60,27,ΑΡΧΑΙΟΤΗΤΩΝ
4315,,40.64664078,22.93979454,62ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,60,27,ΑΡΧΑΙΟΤΗΤΩΝ
4316,,38.19265366,21.75391579,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΥΚΕΩΝ,60,27,Γ. ΓΕΝΝΗΜΑΤΑ
4317,,40.62685776,22.97187614,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΤΡΙΑΝΔΡΙΑΣ,60,27,ΑΓ. ΣΠΥΡΙΔΩΝΟΣ
4318,,40.62685776,22.97190666,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΙΑΝΔΡΙΑΣ,60,27,ΑΓ. ΣΠΥΡΙΔΩΝΑ
4319,,40.78134537,22.96029663,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΡΥΜΟΥ,60,27,ΔΡΥΜΟΣ
4320,,41.50855255,26.28166199,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΓΑΛΗΣ ΔΟΞΙΠΑΡΑΣ,60,25,ΜΕΓΑΛΗ ΔΟΞΙΠΑΡΑ
4321,,41.35534286,26.43934059,ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΥΦΟΒΟΥΝΟΥ,60,25,ΚΟΥΦΟΒΟΥΝΟ
4322,,39.63899612,22.42395782,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΡΙΣΑΣ,60,9,ΠΕΡΙΚΛΕΟΥΣ
4323,,38.95357513,23.15097046,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΡΙΟΒΟΤΑΝΟΥ ΙΣΤΙΑΙΑΣ,60,6,ΑΓΡΙΟΒΟΤΑΝΟ
4324,,38.95357513,23.15097046,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΣΜΗΝΙΟΥ ΙΣΤΙΑΙΑΣ,60,6,ΑΣΜΗΝΙΟ
4325,,39.00920486,23.22743225,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΙΖΑΣ,60,4,ΦΙΟΛΙΤΗΣ
4327,,37.60170364,21.7241478,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΟΥΤΟΧΩΡΙΟΥ ΟΛΥΜΠΙΑΣ,60,28,ΠΛΟΥΤΟΧΩΡΙ
4328,,37.90545654,21.27039909,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΔΡΑΒΙΔΑΣ ΛΕΧΑΙΝΩΝ,60,28,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ
4329,,37.93735886,21.26152229,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΕΧΑΙΝΩΝ,60,28,ΛΕΧΑΙΝΑ
4330,,37.9043045,21.28581238,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΜΑΥΡΑΣ,60,28,ΑΓΙΑ ΜΑΥΡΑ
4331,,37.97465897,21.30360985,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΕΤΗΣ ΛΕΧΑΙΝΩΝ,60,28,ΑΡΕΤΗ
4332,,35.03175735,25.26789284,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΩ ΚΑΣΤΕΛΙΑΝΩΝ,60,43,ΚΑΤΩ ΚΑΣΤΕΛΛΙΑΝΑ
4333,,35.32747269,25.12665939,49ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΡΑΚΛΕΙΟΥ,60,43,ΠΥΡΑΝΘΟΥ ΚΑΙ ΑΥΛΩΝΟΣ
4334,,39.38673401,20.382864,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΡΤΕΡΙΟΥ ΜΑΡΓΑΡΙΤΙΟΥ,60,22,ΚΑΡΤΕΡΙ ΘΕΣΠΡΩΤΙΑΣ
4335,,39.54642487,20.32587433,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΡΑΠΟΤΑΜΟΥ ΦΙΛΙΑΤΩΝ,60,22,ΠΑΡΑΠΟΤΑΜΟΣ ΘΕΣΠΡΩΤΙΑΣ
4336,,39.54389191,20.4358902,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΧΩΡΙΟΥ ΦΙΛΙΑΤΩΝ,60,22,ΠΑΛΑΙΟΧΩΡΙ ΦΙΛΙΑΤΩΝ
4337,,37.07772064,21.86592293,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΙΟΔΙΩΝ,60,32,ΔΙΟΔΙΑ
4338,,36.9108696,21.6995163,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΛΟΥ,60,32,ΠΥΛΟΣ
4339,,37.03125,21.7932148,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΛΑΧΟΠΟΥΛΟΥ ΠΥΛΙΑΣ,60,32,ΒΛΑΧΟΠΟΥΛΟ
4340,,36.87786865,21.78709602,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ ΠΥΛΙΑΣ,60,32,ΚΑΛΛΙΘΕΑ
4341,,37.05322266,21.6964016,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΠΕΛΟΦΥΤΟΥ,60,32,ΑΜΠΕΛΟΦΥΤΟ
4342,,41.08164978,24.87008667,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΩΦΩΝ ΚΑΙ ΒΑΡΗΚΟΩΝ ΞΑΝΘΗΣ ΕΙΔΙΚΟ,60,7,ΛΕΥΚΗ ΞΑΝΘΗΣ
4343,,37.99929428,23.74462128,172ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,60,51,ΣΚΟΠΕΛΟΥ
4344,,39.29534912,22.39365578,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΦΑΡΣΑΛΩΝ ΕΙΔΙΚΟ,60,9,ΤΖΑΒΕΛΑ
4345,,38.62142563,21.40823936,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΕΠΑΠ ΑΓΡΙΝΙΟΥ ΕΙΔΙΚΟ,60,42,Πεζόδρομος Μανδηλαρά
4346,,40.66434097,22.93986702,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΚΑΡΠΙΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,60,27,ΠΑΠΑΝΑΣΤΑΣΙΟΥ
4347,,38.8975029,22.4346199,3ο ΓΥΜΝΑΣΙΟ ΛΑΜΙΑΣ ΜΟΥΣΤΑΚΕΙΟ,52,39,ΑΦΑΝΟΥ-ΛΑΜΙΑ
4348,,38.8975029,22.4346199,3ο ΓΥΜΝΑΣΙΟ ΛΑΜΙΑΣ ΜΟΥΣΤΑΚΕΙΟ,52,39,ΑΦΑΝΟΥ-ΛΑΜΙΑ
4349,,38.05158615,23.69480324,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΜΑΤΕΡΟΥ,60,51,ΑΓ. ΝΙΚΟΛΑΟΥ 27 ΚΑΙ ΑΡΑΧΩΒΗΣ
4350,,40.63935089,22.94460678,63ο ΝΗΠΙΑΓΩΓΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,60,27,ΑΡΡΙΑΝΟΥ
4351,,38.60745621,22.71420479,ΓΥΜΝΑΣΙΟ ΚΑΤΩ ΤΙΘΟΡΕΑΣ,52,39,Κ. ΤΙΘΟΡΕΑ
4352,,38.7109108,23.05477333,ΓΥΜΝΑΣΙΟ ΛΙΒΑΝΑΤΩΝ,52,39,ΛΙΒΑΝΑΤΕΣ
4353,,38.62177658,23.23399353,ΓΥΜΝΑΣΙΟ ΜΑΛΕΣΙΝΑΣ,52,39,ΜΑΛΕΣΙΝΑ
4354,,40.4864006,23.59351349,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΝΑΙΑΣ,60,20,ΑΡΝΑΙΑ
4355,,38.94681931,22.84306908,ΓΥΜΝΑΣΙΟ ΠΕΛΑΣΓΙΑΣ,52,39,ΠΕΛΑΣΓΙΑ
4356,,40.77967834,21.40667725,1ο ΓΥΜΝΑΣΙΟ ΦΛΩΡΙΝΑΣ,52,23,Λ. Κ. ΚΑΡΤΑΜΑΝΛΗ 32
4357,,38.63808823,22.53391266,ΓΥΜΝΑΣΙΟ ΠΟΛΥΔΡΟΣΟΥ,52,34,ΠΟΛΥΔΡΟΣΟ
4358,,38.63808823,22.53391266,ΓΥΜΝΑΣΙΟ ΠΟΛΥΔΡΟΣΟΥ,52,34,ΠΟΛΥΔΡΟΣΟ
4359,,40.22943115,23.67330933,ΓΥΜΝΑΣΙΟ ΝΙΚΗΤΗΣ,52,20,ΝΙΚΗΤΗ
4360,,40.34598923,23.3130455,ΓΥΜΝΑΣΙΟ ΣΗΜΑΝΤΡΩΝ,52,20,ΣΗΜΑΝΤΡΑ
4361,,40.49750137,21.71376991,ΓΥΜΝΑΣΙΟ ΑΝΑΤΟΛΙΚΟΥ,52,52,Ανατολικό
4467,,37.95547485,23.74873161,2ο ΤΕΕ ΥΜΗΤΤΟΥ,59,51,ΠΑΠΑΣΤΡΑΤΟΥ
20904,,38.01541138,24.42034149,Α.Τ. ΚΑΡΥΣΤΟΥ ΕΥΒΟΙΑΣ,3,6,ΤΚ34001 ΚΑΡΥΣΤΟΣ
4362,,38.00282288,23.6145134,17o ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΙΔΑΡΙΟΥ,60,51,ΗΛΙΑ ΒΕΝΕΖΗ & ΔΩΔΕΚΑΝΗΣΟΥ
4363,,38.0173912,23.64596367,6ο ΓΥΜΝΑΣΙΟ ΧΑΙΔΑΡΙΟΥ,52,51,ΜΠΟΥΜΠΟΥΛΙΝΑΣ
4365,,41.13592529,24.88399887,2ο ΓΡΑΦΕΙΟ Π.Ε. ΞΑΝΘΗΣ,48,7,ΜΠΡΩΚΟΥΜΗ
4366,,37.57287979,22.80601883,ΓΡΑΦΕΙΟ ΦΥΣΙΚΗΣ ΑΓΩΓΗΣ ΑΡΓΟΛΙΔΑΣ,48,35,ΑΙΓΙΟΥ
4367,,37.96452713,23.69625854,2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΤΑΥΡΟΥ,52,51,ΑΓ. ΣΟΦΙΑΣ
4368,,37.97575378,23.69830513,63ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ,52,51,ΟΡΦΕΩΣ - ΑΜΦΙΠΟΛΕΩΣ
4369,,38.02370453,23.79290199,3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,52,51,Μικράς Ασίας
4370,,38.04725647,23.75662994,3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΟΥ ΗΡΑΚΛΕΙΟΥ,52,51,ΛΕΩΦΟΡΟΣ ΗΡΑΚΛΕΙΟΥ
4371,,37.99834061,23.80540466,3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΧΟΛΑΡΓΟΥ,52,51,ΚΑΡΑΙΣΚΑΚΗ  16 - ΜΕΛΑ
4372,,35.51177216,24.01735306,1ο ΣΕΚ ΧΑΝΙΩΝ,62,48,ΥΨΗΛΑΝΤΩΝ
4373,,37.95204926,23.70426559,7ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ,52,51,ΜΑΤΖΑΓΡΙΩΤΑΚΗ
4374,,37.96050262,23.71430016,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ ΕΣΠΕΡΙΝΟ,52,51,ΛΑΓΟΥΜΙΤΖΗ
4375,,37.88697433,23.7588501,5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΓΛΥΦΑΔΑΣ,52,51,ΠΕΛΛΗΣ 70 & ΓΕΝΗΜΑΤΑ
4376,,37.93534088,23.71419334,4ο ΓΡΑΦΕΙΟ Π.Ε Δ΄ΑΘΗΝΑΣ,48,51,ΕΥΞΕΙΝΟΥ ΠΟΝΤΟΥ 210 & ΛΕΣΒΟΥ
4377,,38.52809906,22.37861824,1ο ΣΕΚ ΑΜΦΙΣΣΑΣ,62,34,ΣΑΛΩΝΩΝ 44
4378,,38.52809906,22.37861824,1ο ΣΕΚ ΑΜΦΙΣΣΑΣ,62,34,ΣΑΛΩΝΩΝ 44
4379,,38.09421158,23.73788452,1ο ΣΕΚ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ (ΑΧΑΡΝΩΝ),62,51,ΑΓ. ΔΙΟΝΥΣΙΟΥ
4380,,35.32552719,25.06708145,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΗΡΑΚΛΕΙΟΥ,31,43,Καμαριώτη Γάζι
4381,,38.61940002,21.40443993,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΑΓΡΙΝΙΟΥ,31,42,ΛΟΡΕΝΤΖΟΥ ΜΑΒΙΛΗ
4382,,35.010952,25.74531555,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΛΑΣΙΘΙΟΥ,31,24,Λαμπράκη
4383,,40.97932816,24.95791817,ΝΗΠΙΑΓΩΓΕΙΟ ΑΒΔΗΡΩΝ ΞΑΝΘΗΣ,60,7,ΑΒΔΗΡΑ
4384,,37.94340134,23.72805214,2ο ΤΕΕ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ ΕΣΠΕΡΙΝΟ,59,51,ΑΡΓΟΣΤΟΛΙΟΥ
4385,,37.92226028,23.74098206,2ο ΤΕΕ ΗΛΙΟΥΠΟΛΗΣ,59,51,ΒΟΥΛΙΑΓΜΕΝΗΣ
4386,,38.52732849,22.37840652,1ο ΤΕΕ ΑΜΦΙΣΣΑΣ,59,34,ΖΑΛΩΝΩΝ 44
4387,,38.52809906,22.37861824,2ο ΤΕΕ ΑΜΦΙΣΣΑΣ,59,34,ΣΑΛΩΝΩΝ 44
4388,,38.00579071,23.67735863,46ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,60,51,ΚΑΖΑΝΤΖΑΚΗ
4389,,38.02565002,23.69829369,19ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,60,51,ΒΡΥΣΗΙΔΟΣ - ΠΛΟΥΤΑΡΧΟΥ
4390,,37.98357773,23.76404381,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΑΣ ΝΟΣΟΚΟΜΕΙΟΥ ΠΑΙΔΩΝ ΑΓΙΑ ΣΟΦΙΑ,60,51,ΘΗΒΩΝ ΚΑΙ Μ. ΑΣΙΑΣ
4391,,38.14620209,22.07473946,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΤΕΡΗΣ ΑΙΓΙΑΛΕΙΑΣ,60,49,ΚΑΤΩ ΠΤΕΡΗ ΑΙΓΙΟΥ
4392,,38.22003937,22.09664154,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΕΛΙΝΟΥΝΤΟΣ ΑΙΓΙΑΛΕΙΑΣ,60,49,ΣΕΛΙΝΟΥΝΤΑΣ ΑΙΓΙΑΛΕΙΑΣ
4393,,37.97862625,21.99444389,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΡΤΕΖΗΣ ΚΑΛΑΒΡΥΤΩΝ,60,49,ΚΕΡΤΕΖΗ
4394,,38.1071167,22.08967209,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΑΤΑΝΙΩΤΙΣΣΗΣ ΚΑΛΑΒΡΥΤΩΝ,60,49,ΒΑΛΤΑ ΠΛΑΤΑΝΙΩΤΙΣΣΑ
4395,,40.94972229,22.7452774,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΙΛΚΙΣ,33,14,Παλαιό Γυναικόκαστρο
4396,,35.18214798,25.24650764,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΤΡΟΙΖΗΝΙΑΣ-ΜΕΘΑΝΩΝ,33,51,ΓΑΛΑΤΑΣ ΤΡΟΙΖΗΝΙΑΣ
4397,,38.52360535,23.85847282,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΟΥΤΡΩΝ ΑΙΔΗΨΟΥ,60,6,Λουτρά Αιδηψού Εύβοιας
4398,,38.28246689,21.78020859,3/θ ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΩΦΩΝ ΚΑΙ ΒΑΡΥΚΟΩΝ,60,49,Διοδώρου
4399,,38.06918716,23.78410721,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΥΚΟΒΡΥΣΗΣ,60,51,Ντενίση & Ξάνθης
4400,,40.08476257,21.43325806,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΓΡΕΒΕΝΩΝ,33,10,Τέρμα Κ. Ταλιαδούρη
4401,,35.5087471,24.02944565,ΓΡΑΦΕΙΟ ΤΕΕ ΧΑΝΙΩΝ,48,48,Γιαμπουδάκη
4402,,40.4612999,22.98928452,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΤΡΙΛΟΦΟΥ,60,27,ΤΡΙΛΟΦΟΣ
4403,,40.68811035,22.85715485,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΙΑΒΑΤΩΝ,60,27,Κανάρη
4404,,38.07182312,23.74840736,26ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,60,51,ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ (Ο3 & Ο13)
4405,,38.07182312,23.74840736,27ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ,60,51,ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ (Ο7)
4406,,40.6552124,22.92232323,ΓΥΜΝΑΣΙΟ ΑΜΠΕΛΟΚΗΠΩΝ ΚΑΛΛΙΤΕΧΝΙΚΟ,52,27,Πανταζοπούλου
4407,,40.52605438,22.20299911,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΒΕΡΟΙΑΣ,55,11,Λαζοχώρι
4408,,39.61930084,19.91958427,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΘΙΝΑΛΙΩΝ ΚΕΡΚΥΡΑΣ,33,38,Δ.Δ. Λουτσών δήμου Θιναλίων
4409,,37.07554626,25.52073669,ΤΕΕ ΕΙΔΙΚΗΣ ΑΓΩΓΗΣ ΦΙΛΟΤΙΟΥ ΝΑΞΟΥ,59,44,"Φιλώτι, Δρυμαλία, 84302, Νάξος"
4410,,39.66527939,22.3936882,ΕΙΔΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ Γιάννουλης (1/θέσιο),60,9,Γιάννουλη
4411,,41.27585602,24.97284508,ΝΗΠΙΑΓΩΓΕΙΟ ΕΧΙΝΟΥ,60,7,ΕΧΙΝΟΣ
4412,,39.09780502,26.5541153,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΑΞΙΑΡΧΩΝ ΛΕΣΒΟΥ,60,26,ΤΑΞΙΑΡΧΕΣ
