id,description,latitude,longitude,name,categories,prefecture,address
190,,38.08099365,23.70381355,ΚΕΠ ΑΝΩ ΛΙΟΣΙΩΝ,24,51,ΑΝΩ ΛΙΟΣΙΑ
290,,37.75252914,26.98056984,Υ.Δ.Ε. Ν.Α. ΣΑΜΟΥ,46,30,ΜΥΚΑΛΗΣ 54
305,,35.31076431,23.79837036,ΔΗΜΟΣ ΑΝΑΤ. ΣΕΛΙΝΟΥ,13,48,ΚΑΜΠΑΝΟΣ ΧΑΝΙΩΝ
423,,39.71889496,22.7554245,ΔΗΜΟΣ ΑΓΙΑΣ,13,9,ΔΗΜΟΣ ΑΓΙΑΣ (40003 Αγιά)
460,,39.52277374,22.65336418,ΔΗΜΟΣ ΑΡΜΕΝΙΟΥ,13,9,ΑΡΜΕΝΙΟ 41500 ΛΑΡΙΣΑ
727,,39.12197113,23.72555733,ΔΗΜΟΣ ΣΚΟΠΕΛΟΥ,13,37,ΣΚΟΠΕΛΟΣ 37003
1051,,37.50191116,21.87812424,ΔΗΜΟΣ ΑΝΔΡΙΤΣΑΙΝΗΣ,13,28,ΔΗΜΑΡΧΕΙΟ ΑΝΔΡΙΤΣΑΙΝΑΣ
1140,,39.56145859,20.78972816,ΔΗΜΟΣ ΔΩΔΩΝΗΣ,13,17,ΔΩΔΩΝΗ 45500
1319,,37.93755341,21.67998314,ΔΗΜΟΣ ΤΡΙΤΑΙΑΣ,13,49,"ΣΤΑΥΡΟΔΡΟΜΙ Ν. ΑΧΑΪΑΣ, 25015"
1358,,39.1558075,20.98009682,ΚΕΠ Αρταίων,24,31,"ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΔΟΣ 37, ΑΡΤΑ"
6,,37.99731445,23.78198433,ΓΕΕΘΑ/ΔΣΛ/4,56,51,"ΣΤΡΔΟ ΠΑΠΑΓΟΥ ΑΘΗΝΩΝ, ΜΕΣΟΓΕΙΩΝ  227-23"
1774,,37.50087357,23.45445251,ΤΕΛΩΝΕΙΟ ΠΟΡΟΥ,38,51,ΠΟΡΟΣ
1867,,35.51346207,24.02103996,Α' Δ.Ο.Υ. ΧΑΝΙΩΝ,26,48,ΤΖΑΝΑΚΑΚΗ 3 ΧΑΝΙΑ
7,,37.98748779,23.76223755,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΑΘΛΗΤΙΣΜΟΥ,27,51,"ΚΗΦΙΣΙΑΣ 7, 11523 ΑΘΗΝΑ"
8,,37.97949219,23.73362541,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΔΗΜΟΣΙΟΝΟΜΙΚΗΣ ΠΟΛΙΤΙΚΗΣ,27,51,"ΠΑΝΕΠΙΣΤΗΜΙΟΥ 25, 10165 ΑΘΗΝΑ"
9,,37.97917938,23.71664619,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΕΜΠΟΡΙΟΥ - ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΚΑΤΑΝΑΛΩΤΗ,27,51,"ΠΛ. ΚΑΝΙΓΓΟΣ, 10181 ΑΘΗΝΑ"
2177,,38.37080765,26.13723946,Υ.Δ.Ε. Ν.Α. ΧΙΟΥ,46,19,"ΠΟΛΥΧΡΟΝΟΠΟΥΛΟΥ 6, ΧΙΟΣ"
2183,,39.47153473,22.07608795,Δ.Ο.Υ. ΠΑΛΑΜΑ,26,33,"Γρ. Λαμπράκη 34, ΠΑΛΑΜΑΣ"
10,,37.95090103,23.64110374,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΕΣΥΕ,27,51,ΠΕΙΡΑΙΩΣ 46 & ΕΠΟΝΙΤΩΝ 18510 ΠΕΙΡΑΙΑΣ
11,,37.97943878,23.7305336,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΙΣΟΤΗΤΑΣ,27,51,"ΔΡΑΓΑΤΣΑΝΙΟΥ 8, ΤΚ 10559 ΑΘΗΝΑ"
3705,,37.71088028,21.71991539,ΚΕΠ ΔΗΜΟΥ ΦΟΛΟΗΣ Ν. ΗΛΕΙΑΣ,24,28,ΛΑΛΑΣ ΤΚ 27066
3879,,40.01422882,20.55905914,Α.Τ. ΒΡΥΣΩΝ ΧΑΝΙΩΝ,3,48,ΒΡΥΣΕΣ ΑΠΟΚ.ΧΑΝΙΩΝ ΤΚ 73007
3953,,38.62208939,20.93097115,ΚΟΙΝΟΤΗΤΑ ΚΑΛΑΜΟΥ,22,50,"ΚΑΛΑΜΟΣ, Τ.Κ. 31081"
12,,37.98051071,23.73118401,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΚΟΙΝΩΝΙΚΩΝ ΑΣΦΑΛΙΣΕΩΝ,27,51,"ΣΤΑΔΙΟΥ 29,10110 ΑΘΗΝΑ"
4289,,37.96525955,23.69786644,3ο ΤΕΕ ΤΑΥΡΟΥ,59,51,ΕΣΤΑΥΡΩΜΕΝΟΥ
13,,37.95552063,23.7020359,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ,27,51,"ΧΑΝΔΡΗ  1 & ΘΕΣΣΑΛΟΝΙΚΗΣ 18346,ΑΘΗΝΑ"
5491,,38.36564255,26.13852119,ΙΕΚ ΜΕΓΑΡΩΝ,39,51,ΜΟΥΣΕΙΟΥ
6007,,40.67051697,22.93336296,Λ/Χ Πόρου,53,51,Δημοτική Αγορά Πόρου ΤΚ18020
6566,,39.7539978,20.64909744,ΝΗΠΙΑΓΩΓΕΙΟ ΖΙΤΣΗΣ,60,17,ΖΙΤΣΑ
14,,37.97574234,23.7398243,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΔΗΜΟΣΙΑΣ ΔΙΟΙΚΗΣΗΣ,27,51,"ΒΑΣ. ΣΟΦΙΑΣ  15, 10674"
7294,,39.63547134,22.41104317,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΡΙΣΑΣ,60,9,ΛΑΠΠΑ
7551,,39.59962082,20.31023979,ΓΥΜΝΑΣΙΟ ΦΙΛΙΑΤΩΝ,52,22,ΦΙΛΙΑΤΕΣ
7673,,38.02209473,23.6998558,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΛΙΟΥ,60,51,ΠΟΛΥΤΕΚΝΩΝ
8434,,36.60779572,27.84018326,ΤΕΕ ΣΥΜΗΣ,59,18,ΣΥΜΗ
7813,,37.99014282,23.34770966,2ο ΓΥΜΝΑΣΙΟ ΜΕΓΑΡΩΝ,52,51,ΜΟΥΣΕΙΟΥ
7919,,38.37580872,23.1106739,1ο ΤΕΕ ΑΛΙΑΡΤΟΥ,59,8,ΛΕΩΦΟΡΟΣ ΔΗΜΟΚΡΑΤΙΑΣ
8327,,38.04244995,23.69344711,10ο ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,52,51,ΖΑΓΟΡΙΟΥ
8028,,37.95528412,23.6462841,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΙΡΑΙΑ,60,51,ΠΟΡΟΥ
8641,,36.89264297,27.29302216,8ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΩ,60,18,ΚΟΡΑΗ
8902,,39.64417267,22.418396,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΡΙΣΑΣ,60,9,ΜΥΡΩΝ
15,,37.98545837,23.76194,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΕΡΕΥΝΑΣ & ΤΕΧΝΟΛΟΓΙΑΣ,27,51,"ΜΕΣΟΓΕΙΩΝ 14-18 ΑΘΗΝΑ,  115 10"
10265,,39.0815506,20.86459732,ΝΗΠΙΑΓΩΓΕΙΟ ΒΙΓΛΑΣ,60,31,ΒΙΓΛΑ
16,,38.02297592,23.73039246,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΝΕΑΣ ΓΕΝΙΑΣ,27,51,"ΑΧΑΡΝΩΝ 417, 11143 ΑΘΗΝΑ"
17,,37.98043823,23.73278427,ΓΕΝΙΚΟ ΛΟΓΙΣΤΗΡΙΟ ΤΟΥ ΚΡΑΤΟΥΣ,27,51,"ΠΑΝΕΠΙΣΤΗΜΙΟΥ 37, 10165 ΑΘΗΝΑ"
10169,,39.15971375,20.98744392,1ο ΤΕΕ ΦΙΛΟΘΕΗΣ,59,31,ΦΙΛΟΘΕΗ ΑΡΤΑΣ
10424,,39.11380005,20.90096664,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΧΗΣ,60,31,ΡΑΧΗ
10648,,38.97500229,26.37511253,ΤΕΕ ΠΛΩΜΑΡΙΟΥ,59,26,ΠΛΩΜΑΡΙ
10777,,39.3496666,22.96514511,8ο ΓΥΜΝΑΣΙΟ ΒΟΛΟΥ,52,37,ΣΤΑΔΙΟΥ 1
10854,,40.29445648,21.79834938,3ο ΓΥΜΝΑΣΙΟ ΚΟΖΑΝΗΣ,52,52,ΠΑΝΟΡΑΜΑ
10917,,37.32894135,21.88463593,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΨΑΡΙ,60,32,ΨΑΡΙ
11199,,39.29470062,22.38858223,2ο ΓΥΜΝΑΣΙΟ ΦΑΡΣΑΛΩΝ,52,9,ΑΘΗΝΩΝ
11450,,39.46948242,22.07483864,2ο ΓΥΜΝΑΣΙΟ ΠΑΛΑΜΑ,52,33,ΠΑΛΑΜΑΣ
11568,,39.61820602,19.92146873,3ο ΤΕΕ ΚΕΡΚΥΡΑΣ,59,38,ΕΥΑΓΓ. ΝΑΠΟΛΕΟΝΤΑ 12
11587,,35.32747269,25.12665939,42ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΡΑΚΛΕΙΟΥ,60,43,ΔΡΙΜΥΤΙΝΟΥ
11869,,39.66808319,20.85886192,ΓΡΑΦΕΙΟ Δ.Ε. ΙΩΑΝΝΙΝΩΝ,48,17,ΔΙΟΙΚΗΤΗΡΙΟ
18,,37.96178436,23.7514267,ΙΚΑ ΚΕΝΤΡΙΚΕΣ ΥΠΗΡΕΣΙΕΣ - ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ 87 ΖΩΡΑΦΟΥ,57,51,ΚΟΛΟΚΟΤΡΩΝΗ 2-4
12078,,37.12337875,21.89262962,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΔΡΟΥΣΑΣ,60,32,ΕΥΑ
12261,,38.36448669,26.13480186,1ο ΓΥΜΝΑΣΙΟ ΧΙΟΥ,52,19,ΚΟΡΑΗ
12340,,38.04512787,23.77491951,ΙΕΚ ΑΜΑΡΟΥΣΙΟΥ,39,51,ΚΗΦΙΣΙΑΣ
12621,,39.36692047,22.91651917,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΟΛΟΥ,60,37,ΛΑΡΙΣΗΣ
12664,,38.62366867,20.92673302,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΑΜΟΥ,60,50,ΚΑΛΑΜΟΣ
12979,,38.04854584,23.54253006,2ο ΤΕΕ ΕΛΕΥΣΙΝΑΣ,59,51,ΓΕΛΑΣ
13072,,39.5176506,22.68665123,ΝΗΠΙΑΓΩΓΕΙΟ ΝΙΚΗΣ,60,9,ΝΙΚΗ
13520,,37.9520607,23.65937614,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΙΡΑΙΑ,60,51,ΑΜΟΡΓΟΥ
14023,,37.70218658,26.90534973,ΝΗΠΙΑΓΩΓΕΙΟ ΧΩΡΑΣ ΣΑΜΟΥ,60,30,ΧΩΡΑ
14573,,35.15638351,24.78507805,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΟΧΡΙΑΣ ΡΕΘΥΜΝΟΥ,60,3,ΛΟΧΡΙΑ
19,,37.98753738,23.73698425,Δ.Α. E.Π. ΠΟΛΙΤΙΣΜΟΣ,28,51,"ΘΕΜΙΣΤΟΚΛΕΟΥΣ 87, ΑΘΗΝΑ"
20,,37.98233032,23.72247887,Δ.Α. EQUAL,28,51,ΑΓΗΣΙΛΑΟΥ 23-25 ΑΘΗΝΑ
15870,,38.01302719,23.71759796,118ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ,60,51,ΠΥΡΛΑ
15859,,37.94576645,23.7392807,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΥΜΗΤΤΟΥ,60,51,ΥΨΗΛΑΝΤΟΥ
16334,,36.45362473,27.34680176,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΗΛΟΥ,60,18,ΤΗΛΟΣ
16580,,37.87642288,20.66977119,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΒΟΛΙΜΩΝ,60,4,ΑΝΩ ΒΟΛΙΜΕΣ
21,,37.98619461,23.70942688,Δ.Α. EΠ ΑΓΡΟΤΙΚΗ ΑΝΑΠΤΥΞΗ,28,51,"ΛΕΩΦΟΡΟΣ ΑΘΗΝΩΝ 58, ΑΘΗΝΑ"
17197,,35.34638977,24.97359085,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΡΑΘΟΥ,60,43,ΜΑΡΑΘΟΣ
22,,37.98084259,23.75728035,Ε.Υ. ΕΦΑΡΜΟΓΗΣ ΓΕΝΙΚΗΣ ΓΡΑΜΜΑΤΕΙΑΣ ΚΑΙ ΙΣΟΤΗΤΑΣ,28,51,"ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ 87, ΑΘΗΝΑ"
23,,38.00090408,23.73112488,Δ.Α. ΑΛΙΕΙΑ,28,51,"ΙΕΡΟΣΟΛΥΜΩΝ 6, ΑΘΗΝΑ"
17745,,35.04289627,25.09550858,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΣΗΜΙΟΥ,52,43,ΑΣΗΜΙ
18031,,38.05302429,23.87759972,ΓΥΜΝΑΣΙΟ ΠΕΝΤΕΛΗΣ,52,51,ΤΣΑΚΩΝΑ
18316,,37.34607315,23.46813011,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΥΔΡΑΣ,52,51,ΥΔΡΑ
18416,,35,24.96666718,ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΓΙΟΝΙΑΣ,60,43,ΒΑΓΙΟΝΙΑ
18462,,37.98941422,23.7033062,3ο ΤΕΕ ΑΘΗΝΑΣ,59,51,ΔΡΑΚΟΝΤΟΣ
24,,37.98706436,23.76577759,Δ.Α. ΑΝΤΑΓΩΝΙΣΤΙΚΟΤΗΤΑ,28,51,"ΜΕΣΟΓΕΙΩΝ 56, ΑΘΗΝΑ"
18564,,40.95083237,22.48880577,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΘΗ,60,14,ΣΤΑΘΗΣ
18723,,37.98373413,23.73038864,5ο ΤΕΕ ΑΘΗΝΑΣ ΕΣΠΕΡΙΝΟ,59,51,ΚΩΛΕΤΤΗ
18964,,38.04903412,23.81102371,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ,60,51,ΦΛΟΙΑΣ
19151,,35.51623535,24.01880646,ΙΕΚ ΧΑΝΙΩΝ,39,48,"ΕΠΛ ΧΑΝΙΩΝ, ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ"
19403,,39.55857468,21.74614525,18ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΙΚΑΛΩΝ,60,16,ΚΗΠΑΚΙ
19474,,38.05918503,23.7500248,1ο ΓΥΜΝΑΣΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ,52,51,ΚΟΡΙΝΘΟΥ
19894,,38.28917694,23.88772202,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΜΑΓΟΥΛΑΣ,52,51,ΟΜΗΡΟΥ
25,,37.97917938,23.71664619,Δ.Α. ΑΤΤΙΚΗΣ,28,51,"ΛΕΩΦ. ΣΥΓΓΡΟΥ 98-100, ΑΘΗΝΑ"
20416,,37.97483063,23.72803307,ΚΕΣΥΠ ΥΠΕΠΘ,19,51,ΕΡΜΟΥ
26,,37.97917938,23.71664619,Δ.Α. ΟΔΙΚΟΙ ΑΞΟΝΕΣ,28,51,"Λ. ΜΕΣΟΓΕΙΩΝ 109-111, ΑΘΗΝΑ"
20270,,38.46728516,23.59710884,ΓΡΑΦΕΙΟ ΦΥΣΙΚΗΣ ΑΓΩΓΗΣ ΕΥΒΟΙΑΣ,48,6,ΚΡΙΕΖΗ
21271,,36.98831558,24.67677879,Κ.Λ. Χίου,53,19,ΝΕΩΡΕΙΩΝ 2 ΤΚ82100
20489,,35.36551285,24.50191879,ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΡΕΘΥΜΝΟΥ,67,3,Δασκαλάκη
20517,,37.63243484,22.73362541,ΓΡΑΦΕΙΟ Δ. Ε. ΑΡΓΟΛΙΔΑΣ,48,35,Μακαρίου
20667,,37.98145676,23.64886665,Α.Τ. ΣΠΕΤΣΩΝ,3,51,"ΣΠΕΤΣΕΣ, ΤΚ 18050"
27,,37.97917938,23.71664619,"Ε.Υ. ΣΥΝΤΟΝΙΣΜΟΥ Ε.Π. ""ΠΕΡΙΒΑΛΛΟΝ & ΑΕΙΦΟΡΟΣ ΑΝΑΠΤΥΞΗ""",28,51,"ΙΤΕΑΣ 2 & ΕΥΡΥΤΑΝΙΑΣ,ΑΘΗΝΑ"
28,,38.0021019,23.77489281,Δ.Α. ΣΑΣΑ,28,51,"ΑΓ. ΣΟΦΙΑΣ 10, Ν. ΨΥΧΙΚΟ"
29,,37.97917938,23.71664619,Δ.Α. ΥΓΕΙΑΣ-ΠΡ.,28,51,ΓΛΑΔΣΤΩΝΟΣ 1Α 106 77 ΑΘΗΝΑ
30,,37.97917938,23.71664619,Ε.Υ Ε.Π. ΕΚΠΑΙΔΕΥΣΗ ΚΑΙ ΑΡΧΙΚΗ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΚΑΤΑΡΤΙΣΗ (ΕΠΕΑΕΚ),28,51,"ΠΙΤΤΑΚΟΥ 2 & ΠΕΡΙΑΝΔΡΟΥ, ΑΘΗΝΑ"
31,,37.97718048,23.7316227,Ε.Υ Ε.Π. ΚτΠ,28,51,"ΛΕΚΚΑ 23-25, 10562, ΑΘΗΝΑ"
32,,37.97112274,23.72535133,Ε.Υ. ΟΠΣ,28,51,"ΑΓ. ΦΙΛΟΘΕΗΣ 2, 10558 ΑΘΗΝΑ"
33,,37.98085785,23.73249054,ΕΘΝΙΚΗ ΒΙΒΛΙΟΘΗΚΗ ΤΗΣ ΕΛΛΑΔΟΣ,43,51,"ΠΑΝΕΠΙΣΤΗΜΙΟΥ 32, 10679 ΑΘΗΝΑ"
34,,37.967659,23.69731331,ΕΘΝΙΚΟ ΚΕΝΤΡΟ ΔΗΜΟΣΙΑΣ ΔΙΟΙΚΗΣΗΣ,43,51,"ΠΕΙΡΑΙΩΣ 211,17778 ΤΑΥΡΟΣ"
312,,35.05384827,25.41001892,ΔΗΜΟΣ ΒΙΑΝΝΟΥ,13,43,ΑΝΩ ΒΙΑΝΝΟΣ  70004
35,,37.98658371,23.72939301,ΕΘΝΙΚΟ ΤΥΠΟΓΡΑΦΕΙΟ,43,51,"ΚΑΠΟΔΙΣΤΡΙΟΥ 34, ΑΘΗΝΑ"
36,,37.97572327,23.72907257,ΕΙΔΙΚΟ ΛΗΞΙΑΡΧΕΙΟ,43,51,"ΜΗΤΡΟΠΟΛΕΩΣ 60, 10563, ΑΘΗΝΑ"
37,,37.98564911,23.75621986,ΕΛΕΓΚΤΙΚΟ ΣΥΝΕΔΡΙΟ,43,51,"ΒΟΥΡΝΑΖΟΥ 4, 10168 ΑΘΗΝΑ"
38,,37.96068954,23.73701668,ΚΤΠ Α.Ε.,43,51,ΗΛΙΟΥΠΟΛΕΩΣ 2 & ΚΑΣΣΙΟΠΗΣ
39,,37.98146057,23.75897217,Μ.Ο.Δ.,28,51,"ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ 103, ΑΘΗΝΑ"
40,,37.98271561,23.72775078,ΜΕΤΟΧΙΚΟ ΤΑΜΕΙΟ ΠΟΛΙΤΙΚΩΝ ΥΠΑΛΛΗΛΩΝ,43,51,ΛΥΚΟΥΡΓΟΥ 12 & ΑΘΗΝΑΣ 10551
41,,37.98633957,23.72996902,ΟΡΓΑΝΙΣΜΟΣ ΓΕΩΡΓΙΚΩΝ ΑΣΦΑΛΙΣΕΩΝ (Ο.Γ.Α.),43,51,"ΠΑΤΗΣΙΩΝ 30, 10170 ΑΘΗΝΑ"
42,,37.98198318,23.70080376,ΣΓ ΠΕΙΡΑΙΑ,56,51,"ΣΤΡΔΟ ""ΒΑΣΙΛΟΠΟΥΛΟΥ"", ΠΕΤΡΟΥ ΡΑΛΛΗ 2,             11855 ΤΑΥΡΟΣ"
43,,37.97658539,23.75175285,ΣΥΝΗΓΟΡΟΣ ΤΟΥ ΠΟΛΙΤΗ,43,51,"ΧΑΤΖΗΓΙΑΝΝΗ ΜΕΞΗ 5, 11528 ΑΘΗΝΑ"
44,,37.99731445,23.78198433,2η ΔΙΕΥΘΥΝΣΗ ΣΤΡΑΤΟΛΟΓΙΑΣ,56,51,"ΣΤΡΔΟ ΠΑΠΑΓΟΥ ΑΘΗΝΩΝ, ΜΕΣΟΓΕΙΩΝ 227-231, 15451"
45,,37.98198318,23.70080376,ΣΧΟΛΗ ΣΤΡΑΤΟΛΟΓΙΚΟΥ,56,51,"ΣΤΡΔΟ ""ΒΑΣΙΛΟΠΟΥΛΟΥ"", ΠΕΤΡΟΥ ΡΑΛΛΗ 2,           11855 ΤΑΥΡΟΣ"
46,,37.98022461,23.73142052,ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ,27,51,"ΣΤΑΔΙΟΥ 27 & ΔΡΑΓΑΤΣΑΝΙΟΥ, 10183"
47,,37.97563934,23.72987556,ΥΠ.ΕΣ.Δ.Δ.Α.,27,51,"ΕΥΑΓΓΕΛΙΣΤΡΙΑΣ 2,  10563"
48,,37.98911285,23.74537086,ΥΠ.ΠΕ.ΧΩ.Δ.Ε. - ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΣΥΓΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΩΝ ΕΡΓΩΝ,27,51,"Χαριλάου Τρικούπη 182, Αθήνα"
49,,37.98805237,23.7593689,ΥΠ. ΠΕ.ΧΩ.Δ.Ε. (ΠΕΡΙΒΑΛΛΟΝ ΧΩΡΟΤΑΞΙΑ),27,51,"ΑΜΑΛΙΑΔΟΣ 17, ΑΘΗΝΑ 11523"
50,,37.9599762,23.73463058,ΥΠΗΡΕΣΙΑ ΑΝΑΠΤΥΞΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ,43,51,"ΦΙΛΟΞΕΝΟΥ 2-4 & ΣΠΙΝΘΑΡΟΥ,"
51,,37.97917938,23.71664619,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ - ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΒΙΟΜΗΧΑΝΙΑΣ,27,51,"ΛΕΩΦ. ΜΕΣΟΓΕΙΩΝ 119, ΑΘΗΝΑ"
52,,38.01263809,23.83582306,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ,27,51,ΜΕΣΟΓΕΙΩΝ 151  ΧΟΛΑΡΓΟΣ  15 500
53,,38.04532623,23.79104805,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ,27,51,"ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ 37, 15180 ΜΑΡΟΥΣΙ"
54,,37.94009781,23.6491642,ΥΠΟΥΡΓΕΙΟ ΕΜΠΟΡΙΚΗΣ ΝΑΥΤΙΛΙΑΣ,27,51,"ΓΡΗΓΟΡΙΟΥ  ΛΑΜΠΡΑΚΗ  150,  18518, ΠΕΙΡΑΙΑΣ"
55,,37.97917938,23.71664619,ΥΠΟΥΡΓΕΙΟ ΕΞΩΤΕΡΙΚΩΝ,27,51,"ΒΑΣ. ΣΟΦΙΑΣ  5, ΑΘΗΝΑ"
56,,37.9756813,23.73334312,ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΕΠΕΝΔΥΣΕΩΝ & ΑΝΑΠΤΥΞΗΣ,27,51,"ΝΙΚΗΣ  5-7, 10180, ΑΘΗΝΑ"
57,,37.98853683,23.73340225,ΥΠΟΥΡΓΕΙΟ ΠΟΛΙΤΙΣΜΟΥ,27,51,"ΜΠΟΥΜΠΟΥΛΙΝΑΣ  20-22 10682, ΑΘΗΝΑ"
58,,37.91106796,23.74913788,ΔΗΜΟΣ ΑΡΓΥΡΟΥΠΟΛΗΣ,13,51,"ΛΕΩΦ. ΚΥΠΡΟΥ 67, ΑΡΓΥΡΟΥΠΟΛΗ"
59,,37.98810959,23.72773743,ΥΠΟΥΡΓΕΙΟ ΥΓΕΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ,27,51,"ΑΡΙΣΤΟΤΕΛΟΥΣ 17, ΑΘΗΝΑ"
60,,37.98748016,23.72667694,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ - ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΔΑΣΩΝ & ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,27,51,"ΑΧΑΡΝΩΝ 2, ΑΘΗΝΑ"
61,,38.01983643,23.72912788,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,27,51,"ΑΧΑΡΝΩΝ 381, ΑΘΗΝΑ"
62,,37.97432709,23.73398209,ΥΠΟΥΡΓΕΙΟ ΑΙΓΑΙΟΥ,27,51,"ΦΙΛΕΛΛΗΝΩΝ 7, 10557 ΑΘΗΝΑ"
63,,37.98208237,23.72350502,ΥΠΟΥΡΓΕΙΟ ΑΠΑΣΧΟΛΗΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΠΡΟΣΤΑΣΙΑΣ,27,51,"ΠΕΙΡΑΙΩΣ  40, ΑΘΗΝΑ"
64,,37.98814774,23.66441536,ΥΠΟΥΡΓΕΙΟ ΔΗΜΟΣΙΑΣ ΤΑΞΗΣ,27,51,"Π. ΚΑΝΕΛΛΟΠΟΥΛΟΥ 14,  10177"
65,,37.98939896,23.76947594,ΥΠΟΥΡΓΕΙΟ ΔΙΚΑΙΟΣΥΝΗΣ,27,51,ΜΕΣΟΓΕΙΩΝ 96
66,,37.95986176,23.71818924,ΥΠΟΥΡΓΕΙΟ ΤΥΠΟΥ ΚΑΙ ΜΕΣΩΝ ΜΑΖΙΚΗΣ ΕΝΗΜΕΡΩΣΗΣ,27,51,ΦΡΑΓΚΟΥΔΗ 11 & ΑΛΕΞ. ΠΑΝΤΟΥ
